system:index,histogram,shapeGroup,shapeType
2006_01_01_00000000000000000065,"[[1.0, 0.3686274509803922], [2.0, 0.0], [3.0, 0.0], [4.0, 13.0], [5.0, 0.0], [6.0, 151332.34901960802], [7.0, 1833984.1333333296], [8.0, 0.0], [9.0, 142.84705882352944], [10.0, 1068826.9529411704], [11.0, 52.80392156862746], [12.0, 4940.494117647059], [13.0, 1497.6549019607844], [14.0, 38.0], [15.0, 4.0], [16.0, 812839.3529411766], [17.0, 315.8705882352947]]",NAM,ADM0
2006_01_01_00000000000000000066,"[[1.0, 3410.9176470588236], [2.0, 90.83529411764707], [3.0, 11.83529411764706], [4.0, 125877.92941176475], [5.0, 26422.45490196078], [6.0, 2343.7490196078434], [7.0, 3.0], [8.0, 80237.44313725489], [9.0, 53553.882352941175], [10.0, 171748.76078431364], [11.0, 788.0156862745097], [12.0, 24310.360784313725], [13.0, 6963.407843137256], [14.0, 232.0], [15.0, 2824.7176470588247], [16.0, 7641.635294117646], [17.0, 1452.9058823529426]]",GEO,ADM0
2006_01_01_00000000000000000067,"[[1.0, 235407.74117647065], [2.0, 0.0], [3.0, 23.79607843137255], [4.0, 47159.59999999999], [5.0, 525074.1058823528], [6.0, 0.0], [7.0, 0.0], [8.0, 122025.63529411763], [9.0, 642447.1960784311], [10.0, 254525.294117647], [11.0, 10428.250980392168], [12.0, 1317846.843137255], [13.0, 260600.462745098], [14.0, 194364.9764705882], [15.0, 13.0], [16.0, 442.6901960784313], [17.0, 23248.28235294102]]",DEU,ADM0
2006_01_01_00000000000000000068,"[[1.0, 0.9098039215686274], [2.0, 43759.37254901961], [3.0, 0.0], [4.0, 135.0], [5.0, 10.337254901960785], [6.0, 34.0], [7.0, 0.0], [8.0, 80620.00392156864], [9.0, 323904.07843137265], [10.0, 331465.070588233], [11.0, 1013.094117647059], [12.0, 125257.53725490201], [13.0, 10813.352941176483], [14.0, 38008.1137254902], [15.0, 0.0], [16.0, 220.05098039215684], [17.0, 25652.0431372549]]",GHA,ADM0
2006_01_01_00000000000000000069,"[[1.0, 42045.956862745006], [2.0, 6666.027450980393], [3.0, 0.0], [4.0, 28148.317647058804], [5.0, 13897.658823529413], [6.0, 400.2078431372548], [7.0, 2028.913725490196], [8.0, 107047.00784313731], [9.0, 218759.94509803914], [10.0, 208885.4470588232], [11.0, 13258.22352941185], [12.0, 203835.01960784313], [13.0, 14439.815686274515], [14.0, 7356.199999999999], [15.0, 0.0], [16.0, 1473.2627450980394], [17.0, 10552.588235293966]]",GRC,ADM0
2006_01_01_0000000000000000006a,"[[1.0, 1563.078431372549], [2.0, 0.0], [3.0, 40.0], [4.0, 591.0], [5.0, 66.87450980392157], [6.0, 89.0], [7.0, 55246.894117647025], [8.0, 308.09803921568624], [9.0, 4631.572549019608], [10.0, 4457602.976470589], [11.0, 139667.46666666673], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 1.1862571298039211E8], [16.0, 1.2463888305882365E7], [17.0, 4824036.886274516]]",GRL,ADM0
2006_01_01_0000000000000000006b,"[[1.0, 16817.46274509804], [2.0, 20748.517647058823], [3.0, 0.0], [4.0, 22365.0], [5.0, 117690.27058823527], [6.0, 13.0], [7.0, 86.2], [8.0, 170588.5019607843], [9.0, 63213.4980392157], [10.0, 141238.04705882346], [11.0, 119.47058823529412], [12.0, 113712.11372549007], [13.0, 1612.9764705882353], [14.0, 6047.792156862744], [15.0, 12753.227450980397], [16.0, 76761.57254901971], [17.0, 182.9607843137255]]",NPL,ADM0
2006_01_01_0000000000000000006c,"[[1.0, 0.0], [2.0, 8201.156862745092], [3.0, 0.0], [4.0, 2651.949019607843], [5.0, 641.7333333333333], [6.0, 0.0], [7.0, 0.0], [8.0, 46141.831372549044], [9.0, 783843.9764705877], [10.0, 97201.65882352946], [11.0, 10125.192156862751], [12.0, 34218.14901960784], [13.0, 1447.7254901960787], [14.0, 33263.43137254902], [15.0, 0.0], [16.0, 9.505882352941176], [17.0, 641.0862745098042]]",GIN,ADM0
2006_01_01_0000000000000000006d,"[[1.0, 17.6], [2.0, 721.9843137254902], [3.0, 0.0], [4.0, 6160.87843137255], [5.0, 698.2745098039215], [6.0, 0.0], [7.0, 0.0], [8.0, 4725.156862745098], [9.0, 104725.59607843112], [10.0, 11319.298039215688], [11.0, 11361.525490196133], [12.0, 389.5098039215686], [13.0, 214.79607843137256], [14.0, 0.0], [15.0, 0.0], [16.0, 214.83137254901953], [17.0, 1046.235294117646]]",GNB,ADM0
2006_01_01_0000000000000000006e,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 44639.31764705886], [8.0, 55.0], [9.0, 233.83529411764707], [10.0, 8307.29019607843], [11.0, 0.0], [12.0, 11963.070588235301], [13.0, 4845.8], [14.0, 39.0], [15.0, 0.0], [16.0, 416943.4274509809], [17.0, 2442.0274509803926]]",JOR,ADM0
2006_01_01_0000000000000000006f,"[[1.0, 438.0], [2.0, 0.0], [3.0, 1.0], [4.0, 85887.59215686271], [5.0, 3382.0549019607834], [6.0, 0.0], [7.0, 0.0], [8.0, 26784.290196078433], [9.0, 51077.48235294118], [10.0, 67857.01960784312], [11.0, 4629.580392156863], [12.0, 506190.12549019663], [13.0, 32963.219607843144], [14.0, 18149.874509803925], [15.0, 0.0], [16.0, 48.6078431372549], [17.0, 7245.909803921569]]",HUN,ADM0
2006_01_01_00000000000000000070,"[[1.0, 520.0627450980393], [2.0, 0.0], [3.0, 12.023529411764706], [4.0, 61.0], [5.0, 136.24313725490197], [6.0, 0.0], [7.0, 305.0], [8.0, 132.00392156862745], [9.0, 84296.14509803914], [10.0, 1212585.8666666676], [11.0, 49669.666666666584], [12.0, 241.58823529411765], [13.0, 1242.2274509803922], [14.0, 0.0], [15.0, 229942.0], [16.0, 651366.8980392157], [17.0, 55280.85882352937]]",ISL,ADM0
2006_01_01_00000000000000000071,"[[1.0, 107.0], [2.0, 468.0], [3.0, 0.0], [4.0, 51864.2431372549], [5.0, 21128.0], [6.0, 0.0], [7.0, 1027422.8823529409], [8.0, 29989.74509803922], [9.0, 21444.55686274508], [10.0, 2150961.1411764706], [11.0, 2755.9607843137246], [12.0, 483068.58823529404], [13.0, 53336.70980392156], [14.0, 1212.3215686274511], [15.0, 5.0], [16.0, 5326787.25882353], [17.0, 39143.28235294117]]",IRN,ADM0
2006_01_01_00000000000000000072,"[[1.0, 5798.588235294118], [2.0, 0.0], [3.0, 0.0], [4.0, 7034.760784313727], [5.0, 49941.1568627451], [6.0, 31.0], [7.0, 3.0], [8.0, 45005.117647058825], [9.0, 68753.54117647064], [10.0, 97861.23137254902], [11.0, 1489.043137254902], [12.0, 20473.156862745083], [13.0, 12852.803921568624], [14.0, 10049.580392156862], [15.0, 5336.399999999999], [16.0, 18602.678431372555], [17.0, 9088.298039215682]]",CHE,ADM0
2006_01_01_00000000000000000073,"[[1.0, 1261.5450980392156], [2.0, 24.0], [3.0, 0.0], [4.0, 3.0], [5.0, 23.0], [6.0, 5.0], [7.0, 178267.5490196078], [8.0, 255.2705882352941], [9.0, 6820.847058823531], [10.0, 50224.39607843135], [11.0, 450.83137254901953], [12.0, 251780.18431372562], [13.0, 18064.45098039216], [14.0, 5536.741176470587], [15.0, 0.0], [16.0, 604079.8078431374], [17.0, 4965.886274509803]]",SYR,ADM0
2006_01_01_00000000000000000074,"[[1.0, 5965.247058823529], [2.0, 89844.45098039217], [3.0, 0.0], [4.0, 135.81176470588235], [5.0, 1756.5882352941178], [6.0, 5.0], [7.0, 0.0], [8.0, 9974.145098039211], [9.0, 18026.952941176445], [10.0, 2746.4509803921565], [11.0, 1389.4156862745103], [12.0, 16270.792156862739], [13.0, 16088.176470588234], [14.0, 9692.819607843136], [15.0, 0.0], [16.0, 1197.9725490196086], [17.0, 1164.3450980392136]]",TWN,ADM0
2006_01_01_00000000000000000075,"[[1.0, 1.2274509803921567], [2.0, 17.627450980392155], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 15176.874509803918], [8.0, 1.0784313725490198], [9.0, 1761.7803921568623], [10.0, 420750.31372549024], [11.0, 148.58039215686273], [12.0, 46034.223529411785], [13.0, 8946.6431372549], [14.0, 0.0], [15.0, 61351.53333333331], [16.0, 365637.8705882342], [17.0, 5409.043137254902]]",TJK,ADM0
2006_01_01_00000000000000000076,"[[1.0, 26.02745098039216], [2.0, 61236.56470588235], [3.0, 1.0], [4.0, 145383.49019607843], [5.0, 119967.12549019608], [6.0, 2300.0], [7.0, 2304.0], [8.0, 118969.22352941177], [9.0, 1467711.7764705888], [10.0, 1587661.5843137256], [11.0, 15875.698039215691], [12.0, 77050.06666666668], [13.0, 4657.411764705883], [14.0, 7595.000000000001], [15.0, 0.0], [16.0, 9345.890196078431], [17.0, 219267.4627450983]]",TZA,ADM0
2006_01_01_00000000000000000077,"[[1.0, 33.811764705882354], [2.0, 395537.6666666666], [3.0, 2.0], [4.0, 84378.15686274509], [5.0, 23148.454901960784], [6.0, 71.0], [7.0, 242.18823529411765], [8.0, 288318.01960784296], [9.0, 243885.40392156853], [10.0, 181861.4588235293], [11.0, 21687.729411764733], [12.0, 890104.1647058824], [13.0, 24702.20784313726], [14.0, 57046.9725490196], [15.0, 0.0], [16.0, 1386.0745098039215], [17.0, 12014.631372549005]]",THA,ADM0
2006_01_01_00000000000000000078,"[[1.0, 2.7254901960784315], [2.0, 5819.435294117648], [3.0, 0.9333333333333333], [4.0, 2504.6901960784317], [5.0, 934.349019607843], [6.0, 0.0], [7.0, 0.0], [8.0, 9571.458823529412], [9.0, 32975.372549019594], [10.0, 5857.160784313726], [11.0, 370.7960784313726], [12.0, 2755.137254901961], [13.0, 225.12549019607843], [14.0, 206.39607843137253], [15.0, 0.0], [16.0, 3.9450980392156865], [17.0, 362.71764705882373]]",TLS,ADM0
2006_01_01_00000000000000000079,"[[1.0, 0.0], [2.0, 163.96078431372553], [3.0, 0.0], [4.0, 616.8117647058825], [5.0, 162.35294117647058], [6.0, 0.0], [7.0, 0.0], [8.0, 1962.1254901960785], [9.0, 109118.17254901968], [10.0, 93694.13333333321], [11.0, 160.0], [12.0, 24211.7294117647], [13.0, 1797.8039215686272], [14.0, 1219.466666666665], [15.0, 0.0], [16.0, 9.392156862745098], [17.0, 294.3529411764706]]",TGO,ADM0
2006_01_01_0000000000000000007a,"[[1.0, 15.870588235294118], [2.0, 28060.12156862746], [3.0, 0.0], [4.0, 1297.9803921568628], [5.0, 255.0], [6.0, 240.92549019607844], [7.0, 15.0], [8.0, 37205.98823529412], [9.0, 237394.1764705879], [10.0, 145531.50588235294], [11.0, 13985.592156862745], [12.0, 101262.06666666665], [13.0, 1794.0274509803921], [14.0, 266508.21568627446], [15.0, 1.0], [16.0, 350.6941176470588], [17.0, 139188.67450980385]]",UGA,ADM0
2006_01_01_0000000000000000007b,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 87034.9725490196], [8.0, 0.0], [9.0, 913.7176470588234], [10.0, 1418953.364705881], [11.0, 4617.2], [12.0, 322476.88235294115], [13.0, 81331.67843137257], [14.0, 2.0], [15.0, 1487.2588235294118], [16.0, 1164888.1254901977], [17.0, 155831.58039215705]]",UZB,ADM0
2006_01_01_0000000000000000007c,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 0.0], [12.0, 0.0], [13.0, 3.7490196078431373], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",VAT,ADM0
2006_01_01_0000000000000000007d,"[[1.0, 421.99607843137267], [2.0, 391832.60784313746], [3.0, 1.0], [4.0, 8433.670588235294], [5.0, 8286.772549019612], [6.0, 27.0], [7.0, 221.65490196078431], [8.0, 262813.35294117633], [9.0, 300108.1019607841], [10.0, 77143.15294117646], [11.0, 42306.35294117641], [12.0, 211564.40784313728], [13.0, 21164.662745098038], [14.0, 97599.83529411764], [15.0, 0.0], [16.0, 6898.964705882354], [17.0, 15050.188235294116]]",VNM,ADM0
2006_01_01_0000000000000000007e,"[[1.0, 62.65098039215686], [2.0, 18289.4431372549], [3.0, 2.070588235294118], [4.0, 149124.25098039216], [5.0, 174073.61960784317], [6.0, 4933.666666666667], [7.0, 1857.3490196078428], [8.0, 518845.301960784], [9.0, 1404614.694117646], [10.0, 837500.1411764729], [11.0, 27800.098039215685], [12.0, 16637.349019607842], [13.0, 3809.674509803921], [14.0, 185.0], [15.0, 0.0], [16.0, 447.4705882352941], [17.0, 42932.21960784315]]",ZMB,ADM0
2006_01_01_0000000000000000007f,"[[1.0, 3.0], [2.0, 6218.219607843137], [3.0, 0.0], [4.0, 10832.482352941171], [5.0, 2012.6313725490195], [6.0, 116156.95294117648], [7.0, 53985.06274509805], [8.0, 7654.278431372548], [9.0, 124823.94901960783], [10.0, 1325609.2156862742], [11.0, 1681.2196078431375], [12.0, 95160.56470588238], [13.0, 2737.262745098039], [14.0, 189.0], [15.0, 0.0], [16.0, 729.3568627450982], [17.0, 11230.18823529412]]",ZWE,ADM0
2006_01_01_00000000000000000080,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 145114.24705882353], [8.0, 0.0], [9.0, 3826.0], [10.0, 128691.03529411767], [11.0, 8.352941176470587], [12.0, 8392.0], [13.0, 4978.078431372549], [14.0, 70.0], [15.0, 0.0], [16.0, 1679651.211764706], [17.0, 2336.160784313728]]",YEM,ADM0
2006_01_01_00000000000000000081,"[[1.0, 76791.60392156863], [2.0, 0.0], [3.0, 343.4235294117647], [4.0, 238905.88235294123], [5.0, 237892.08235294116], [6.0, 53.0], [7.0, 0.0], [8.0, 274544.5450980393], [9.0, 479264.0156862745], [10.0, 397564.7686274506], [11.0, 22536.541176470597], [12.0, 3393047.294117647], [13.0, 106862.03137254901], [14.0, 255662.72549019614], [15.0, 0.0], [16.0, 1452.4313725490197], [17.0, 80766.22352941168]]",UKR,ADM0
2006_01_01_00000000000000000082,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 60.94117647058823], [8.0, 0.0], [9.0, 3.0], [10.0, 56.89019607843137], [11.0, 0.0], [12.0, 0.0], [13.0, 1107.7411764705887], [14.0, 0.0], [15.0, 0.0], [16.0, 2226.941176470589], [17.0, 417.05098039215744]]",BHR,ADM0
2006_01_01_00000000000000000083,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 303.0], [8.0, 0.0], [9.0, 0.0], [10.0, 616.0], [11.0, 0.0], [12.0, 25.0], [13.0, 2996.1725490196086], [14.0, 0.0], [15.0, 0.0], [16.0, 87601.51764705889], [17.0, 206.12941176470605]]",KWT,ADM0
2006_01_01_00000000000000000084,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 50.0], [8.0, 0.0], [9.0, 0.0], [10.0, 75.37647058823529], [11.0, 2.5058823529411764], [12.0, 0.0], [13.0, 1838.2627450980392], [14.0, 0.0], [15.0, 0.0], [16.0, 54928.835294117576], [17.0, 357.45098039215713]]",QAT,ADM0
2006_01_01_00000000000000000085,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.3568627450980392], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 3629.1803921568635], [8.0, 0.0], [9.0, 2.0], [10.0, 1962.368627450981], [11.0, 19.04705882352941], [12.0, 12.0], [13.0, 3007.5529411764705], [14.0, 0.0], [15.0, 0.0], [16.0, 330829.8549019612], [17.0, 1330.5725490196075]]",ARE,ADM0
2006_01_01_00000000000000000086,"[[1.0, 92638.34509803922], [2.0, 1826.207843137255], [3.0, 12.615686274509804], [4.0, 96625.69019607843], [5.0, 56339.79215686275], [6.0, 586.4745098039216], [7.0, 120654.8980392157], [8.0, 259509.21960784317], [9.0, 376250.31372549006], [10.0, 2534887.168627451], [11.0, 12354.49411764706], [12.0, 1437014.9921568627], [13.0, 65099.41960784314], [14.0, 33155.0431372549], [15.0, 132.0], [16.0, 39432.23529411765], [17.0, 63996.5647058823]]",TUR,ADM0
2006_01_01_00000000000000000087,"[[1.0, 13.0], [2.0, 10.0], [3.0, 0.0], [4.0, 0.0], [5.0, 4.0], [6.0, 0.0], [7.0, 3511.650980392156], [8.0, 25.0], [9.0, 1722.3529411764705], [10.0, 19186.67843137254], [11.0, 40.01176470588235], [12.0, 21103.815686274505], [13.0, 6799.384313725496], [14.0, 0.0], [15.0, 0.0], [16.0, 59365.98431372558], [17.0, 2442.588235294118]]",ISR,ADM0
2006_01_01_00000000000000000088,"[[1.0, 26.0], [2.0, 14715.02352941175], [3.0, 3.0], [4.0, 8730.168627450981], [5.0, 1415.4431372549018], [6.0, 0.0], [7.0, 0.0], [8.0, 37866.63921568627], [9.0, 63659.36078431371], [10.0, 9980.501960784317], [11.0, 65149.20392156854], [12.0, 334045.5764705881], [13.0, 5005.90588235294], [14.0, 100295.75294117654], [15.0, 0.0], [16.0, 5648.274509803921], [17.0, 23022.741176470583]]",BGD,ADM0
2006_01_01_00000000000000000089,"[[1.0, 41416.996078431344], [2.0, 1055553.8313725484], [3.0, 14.0], [4.0, 154161.49019607843], [5.0, 386682.1411764707], [6.0, 728.0], [7.0, 57.0], [8.0, 481699.0431372549], [9.0, 140803.17647058825], [10.0, 154680.21176470583], [11.0, 28062.32941176475], [12.0, 610337.6666666664], [13.0, 7102.917647058823], [14.0, 6126.023529411765], [15.0, 713.819607843137], [16.0, 5208.984313725492], [17.0, 22854.592156862698]]",MMR,ADM0
2006_01_01_0000000000000000008a,"[[1.0, 110662.44705882354], [2.0, 608978.0862745097], [3.0, 7.0], [4.0, 333877.5372549019], [5.0, 328956.32549019606], [6.0, 621.0156862745098], [7.0, 540023.2627450982], [8.0, 631171.3098039217], [9.0, 708757.2470588235], [10.0, 1327110.4196078428], [11.0, 40445.26666666668], [12.0, 9015883.97254902], [13.0, 181319.7411764706], [14.0, 257674.4039215686], [15.0, 52776.18823529412], [16.0, 851769.0156862746], [17.0, 86061.28235294111]]",IND,ADM0
2006_01_01_0000000000000000008b,"[[1.0, 9.0], [2.0, 61.0], [3.0, 0.0], [4.0, 2139.741176470588], [5.0, 289.2980392156863], [6.0, 33.49019607843137], [7.0, 0.0], [8.0, 263.2313725490196], [9.0, 114635.32549019603], [10.0, 131686.55294117655], [11.0, 501.89803921568625], [12.0, 189570.7176470587], [13.0, 2583.3843137254903], [14.0, 34835.79999999998], [15.0, 0.0], [16.0, 20.388235294117646], [17.0, 1243.6549019607844]]",BEN,ADM0
2006_01_01_0000000000000000008c,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 13767.462745098039], [8.0, 0.0], [9.0, 97.0], [10.0, 935684.7607843137], [11.0, 623.6666666666667], [12.0, 109852.15294117639], [13.0, 2054.1372549019607], [14.0, 179169.52156862748], [15.0, 0.0], [16.0, 3988729.5333333346], [17.0, 0.0]]",NER,ADM0
2006_01_01_0000000000000000008d,"[[1.0, 3.819607843137255], [2.0, 86841.65098039212], [3.0, 0.0], [4.0, 9233.807843137256], [5.0, 1366.9960784313726], [6.0, 1815.5019607843137], [7.0, 294.39607843137253], [8.0, 84972.85882352939], [9.0, 519033.3019607841], [10.0, 1374409.3490196073], [11.0, 47935.6352941175], [12.0, 1332214.5333333334], [13.0, 30199.45882352941], [14.0, 264673.1803921568], [15.0, 0.0], [16.0, 3212.1294117647058], [17.0, 13306.321568627438]]",NGA,ADM0
2006_01_01_0000000000000000008e,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 157.87843137254904], [10.0, 41504.0705882355], [11.0, 0.0], [12.0, 1523.572549019608], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",111,DISP
2006_01_01_0000000000000000008f,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 6.0], [8.0, 0.0], [9.0, 0.0], [10.0, 162.34901960784316], [11.0, 1.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 4471.956862745097], [16.0, 175410.87450980398], [17.0, 2014.2666666666667]]",112,DISP
2006_01_01_00000000000000000090,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 2364.5764705882348], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 532.9882352941174], [16.0, 10699.77254901963], [17.0, 0.0]]",113,DISP
2006_01_01_00000000000000000091,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 2.0], [8.0, 0.0], [9.0, 0.0], [10.0, 171.7294117647059], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 4.262745098039216], [16.0, 8287.270588235293], [17.0, 0.0]]",114,DISP
2006_01_01_00000000000000000092,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 2.764705882352941], [9.0, 4.568627450980392], [10.0, 0.2901960784313726], [11.0, 0.7254901960784313], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 1.1333333333333333]]",115,DISP
2006_01_01_00000000000000000093,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 1.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.33725490196078434], [9.0, 0.0], [10.0, 481.87843137254896], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 66.91372549019607], [17.0, 0.0]]",116,DISP
2006_01_01_00000000000000000094,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 414.0235294117647], [8.0, 0.0], [9.0, 0.0], [10.0, 374.1999999999998], [11.0, 0.0], [12.0, 629.4705882352941], [13.0, 563.1960784313726], [14.0, 0.0], [15.0, 0.0], [16.0, 34.15686274509804], [17.0, 7.505882352941175]]",118,DISP
2006_01_01_00000000000000000095,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.15294117647058825], [10.0, 138.63921568627453], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 181.46274509803925], [17.0, 0.0]]",119,DISP
2006_01_01_00000000000000000096,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 5.0], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 10727.67843137256], [16.0, 6121.9882352941195], [17.0, 0.0]]",121,DISP
2006_01_01_00000000000000000097,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 0.0], [12.0, 31.780392156862742], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",122,DISP
2006_01_01_00000000000000000098,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.6], [8.0, 0.0], [9.0, 1.0], [10.0, 101.73333333333336], [11.0, 0.0], [12.0, 166.2196078431373], [13.0, 22.168627450980388], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",124,DISP
2006_01_01_00000000000000000099,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 3.827450980392157], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 1.007843137254902], [17.0, 3.835294117647059]]",125,DISP
2006_01_01_0000000000000000009a,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 1.607843137254902], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 414.50196078431355], [17.0, 27.298039215686263]]",126,DISP
2006_01_01_0000000000000000009b,"[[1.0, 0.23137254901960785], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 17.494117647058825], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.8431372549019608], [16.0, 0.0], [17.0, 2.3411764705882354]]",127,DISP
